name;open;high;low;close;volume;marketCap;timestamp
2781;0.87125754;0.87125754;0.6726613;0.84636459;83364181.05;148009228.6;2020-10-19T00:00:00.000Z
2781;0.84636459;0.84636459;0.60010036;0.63429566;63773503.52;110923368.6;2020-10-26T00:00:00.000Z
2781;0.63429566;0.82735551;0.52596364;0.815197;82649857.41;142558752;2020-11-02T00:00:00.000Z
2781;0.81520023;0.98979812;0.76016269;0.82680108;126832311.8;258468854.9;2020-11-09T00:00:00.000Z
2781;0.8268009;1.20263259;0.79418346;1.07107708;242687570.9;210906879.4;2020-11-16T00:00:00.000Z
2781;1.07098174;1.29822702;0.9063862;1.01459373;260811387.8;199784685.8;2020-11-23T00:00:00.000Z
2781;1.01452906;1.22133434;0.99689021;1.03468791;238273777;203741451.3;2020-11-30T00:00:00.000Z
2781;1.03490513;1.04945264;0.8692142;0.95162964;70404027.69;187386361.9;2020-12-07T00:00:00.000Z
2781;0.95207067;1.11991118;0.94321626;1.05750438;64346656.31;208234265.5;2020-12-14T00:00:00.000Z
2781;1.05751922;1.6417801;0.90941255;1.19541045;198546502.8;235389490.6;2020-12-21T00:00:00.000Z
2781;1.19675056;1.57596602;1.10291941;1.47271783;185677761.8;289994369.6;2020-12-28T00:00:00.000Z
2781;1.47363416;1.93875009;1.30429372;1.73616305;289163011.8;341869634.7;2021-01-04T00:00:00.000Z
2781;1.73857739;2.74039111;1.35179176;2.50681882;355607267.1;493620247.4;2021-01-11T00:00:00.000Z
2781;2.50513946;2.71421997;2.00964524;2.56446882;347002235.7;676429238.7;2021-01-18T00:00:00.000Z
2781;2.56364712;2.67977467;2.01456712;2.14454675;1491860007;581181218.4;2021-01-25T00:00:00.000Z
2781;2.14489389;3.4824215;2.09515045;3.39232648;483144592;943876549.8;2021-02-01T00:00:00.000Z
2781;3.39646653;5.5310217;3.05732101;4.33036362;900056507.8;1236685011;2021-02-08T00:00:00.000Z
2781;4.3235972;4.72716682;3.51555657;4.10229254;588548989.3;1204427253;2021-02-15T00:00:00.000Z
2781;4.09000321;4.83890722;2.67054574;3.80823545;873186166.5;1148611753;2021-02-22T00:00:00.000Z
2781;3.81756145;4.64566339;3.80674469;4.27962253;457712045.7;1325084976;2021-03-01T00:00:00.000Z
2781;4.27796149;7.57156338;4.13799931;6.63313124;1498894659;2106220748;2021-03-08T00:00:00.000Z
2781;6.61911906;6.85642074;5.61227416;6.04565968;725792783.1;1963466059;2021-03-15T00:00:00.000Z
2781;6.0485739;6.0485739;4.48739874;5.60206571;541509065.8;1859971454;2021-03-22T00:00:00.000Z
2781;5.60676521;6.66242191;5.52365141;6.09568485;616895056;2068008242;2021-03-29T00:00:00.000Z
2781;6.11058283;7.41784464;5.74392174;6.77654542;897135613.9;2348074234;2021-04-05T00:00:00.000Z
2781;6.7814968;7.34584406;4.12377562;5.14592788;834134344.5;1816428651;2021-04-12T00:00:00.000Z
2781;5.15677736;5.48293768;4.03118088;4.62231836;661526115.8;1660168683;2021-04-19T00:00:00.000Z
2781;4.64276942;5.76922808;4.60662395;5.27894861;704098939;1928629977;2021-04-26T00:00:00.000Z
2781;5.27650575;5.57866692;4.76593602;5.0604213;612166468.7;1880065530;2021-05-03T00:00:00.000Z
2781;5.05848291;7.31645491;4.39282126;5.86471507;1287115230;2214632211;2021-05-10T00:00:00.000Z
2781;5.87144284;6.2898343;2.21576306;2.6778415;1120093755;1027231655;2021-05-17T00:00:00.000Z
2781;2.66245742;3.62505952;2.53077569;3.11637311;711924464.5;1214104552;2021-05-24T00:00:00.000Z
2781;3.11509552;3.65132312;2.88190414;3.1996672;588273579.4;1265703760;2021-05-31T00:00:00.000Z
2781;3.20289166;3.33078829;2.70217226;3.13720835;373149214.7;1259771650;2021-06-07T00:00:00.000Z
2781;3.13714618;3.36461068;2.65671971;2.89390518;348187587;1179979524;2021-06-14T00:00:00.000Z
2781;2.88752254;2.93170876;1.75153685;1.94994355;357586283.7;801643816.1;2021-06-21T00:00:00.000Z
2781;1.96137719;2.3470084;1.92105408;2.29144441;304642838.3;943617422.9;2021-06-28T00:00:00.000Z
2781;2.29187065;2.40272417;2.01120456;2.1685574;218443310;894611164.4;2021-07-05T00:00:00.000Z
2781;2.16839519;2.22855478;1.80235015;1.91083641;255707725.5;794279328.4;2021-07-12T00:00:00.000Z
2781;1.90831243;2.30865784;1.54876006;2.15851596;295155557;900119453.3;2021-07-19T00:00:00.000Z
2781;2.15989875;2.54007696;2.06976842;2.39321864;455427823.9;1008898599;2021-07-26T00:00:00.000Z
2781;2.395335;2.79162138;2.22558926;2.55184024;463309807.2;1084996041;2021-08-02T00:00:00.000Z
2781;2.55696712;3.48507761;2.46554356;3.23487874;584687806.7;1405862883;2021-08-09T00:00:00.000Z
2781;3.23168474;6.56866043;3.215997;5.47598988;1779590105;2405027640;2021-08-16T00:00:00.000Z
2781;5.46305049;6.2166487;4.61078383;5.57009721;1471775965;2472315084;2021-08-23T00:00:00.000Z
2781;5.55700969;6.86519279;5.12489401;6.1418502;1335088608;2749703735;2021-08-30T00:00:00.000Z
2781;6.13878855;11.83323064;5.47013686;8.95707978;6575664489;4060283013;2021-09-06T00:00:00.000Z
2781;8.95969918;10.34866819;7.747336325;10.02531073;2330456148;4644409220;2021-09-13T00:00:00.000Z
2781;10.05887157;10.39109142;6.401680968;7.28165703;3072627336;3408889775;2021-09-20T00:00:00.000Z
2781;7.316850726;8.458116434;6.37584825;8.024002905;1875045719;3791683773;2021-09-27T00:00:00.000Z
2781;8.037199689;8.730716266;7.172588209;7.422614698;1682478762;3540696212;2021-10-04T00:00:00.000Z
2781;7.398753571;8.260251607;6.775026588;7.790132393;1201372410;4061115587;2021-10-11T00:00:00.000Z
2781;7.788219413;9.948854139;7.629442384;9.622478385;1629791095;5056235440;2021-10-18T00:00:00.000Z
2781;9.606999762;13.20807569;9.557804827;10.16074265;3396585584;5381570712;2021-10-25T00:00:00.000Z
2781;10.16231492;11.50305098;9.795429199;10.33841319;1685555579;5518123700;2021-11-01T00:00:00.000Z
2781;10.34247775;12.64498594;10.00463513;11.8338279;2383365625;6463943249;2021-11-08T00:00:00.000Z
2781;11.86038877;11.96638557;8.469829104;9.682274088;1706596133;5440095716;2021-11-15T00:00:00.000Z
2781;9.683808402;10.26277663;7.6211119;8.390301739;1302243196;4747371298;2021-11-22T00:00:00.000Z
2781;8.408417751;9.568088119;6.215726881;7.344876728;1706374046;4186982256;2021-11-29T00:00:00.000Z
2781;7.348771226;11.83009128;6.648064235;10.59125554;3377066785;6086747303;2021-12-06T00:00:00.000Z
2781;10.57289636;12.82429701;8.097028556;9.013586148;3613850120;5257597930;2021-12-13T00:00:00.000Z
2781;9.01000073;16.27378122;8.267826355;16.27378122;8126894413;9724360291;2021-12-20T00:00:00.000Z
2781;16.28512524;16.39171318;13.06341538;14.41052129;5354843081;8672087026;2021-12-27T00:00:00.000Z
2781;14.41261157;17.59879766;13.14694461;13.51717645;7175203449;8191890326;2022-01-03T00:00:00.000Z
2781;13.51907293;20.41834472;13.22615751;20.0760435;9054488211;12341069955;2022-01-10T00:00:00.000Z
2781;20.09407931;20.13576848;10.34821172;11.73762123;6174378920;7272595040;2022-01-17T00:00:00.000Z
2781;11.73094107;12.84000147;9.573110403;10.33915358;5032614378;6489825165;2022-01-24T00:00:00.000Z
2781;10.34380599;13.94838993;10.09775831;13.49761347;4274933230;8539028616;2022-01-31T00:00:00.000Z
2781;13.50115578;14.04068537;10.15699093;10.42464548;4079727964;6620109427;2022-02-07T00:00:00.000Z
2781;10.41411978;11.71057262;9.127090351;9.295211784;2951964157;5926693076;2022-02-14T00:00:00.000Z
2781;9.29267586;9.810348666;7.408101715;8.501457441;3280563601;5459058634;2022-02-21T00:00:00.000Z
2781;8.500124296;11.90964606;8.337268523;10.1356393;5958705219;6540502882;2022-02-28T00:00:00.000Z
2781;10.1344898;11.89370622;9.358713555;9.879818806;4938683088;6393467005;2022-03-07T00:00:00.000Z
2781;9.879652349;11.5392406;9.694234809;10.63480007;3456627108;6985084543;2022-03-14T00:00:00.000Z
2781;10.63539546;13.51735596;10.54644483;13.19626138;4692132728;8721182630;2022-03-21T00:00:00.000Z
2781;13.19777538;17.38381703;12.56919802;16.7732465;6525613437;11077741570;2022-03-28T00:00:00.000Z
2781;16.76323499;19.63701414;14.66431193;15.78230347;12675252687;10502715806;2022-04-04T00:00:00.000Z
2781;15.7782196;17.70087995;14.97767777;15.71432446;7734732976;10596542531;2022-04-11T00:00:00.000Z
2781;15.71555241;17.77526316;14.72529676;15.01122008;7122517266;10189812884;2022-04-18T00:00:00.000Z
2781;15.01207617;15.1788744;10.1340715;11.83907225;7059632990;7988583206;2022-04-25T00:00:00.000Z
2781;11.83615862;13.16575007;9.941610346;11.1736256;6192605812;7594991498;2022-05-02T00:00:00.000Z
2781;11.1708217;11.58092192;5.319708091;7.367294103;9825658856;5073560050;2022-05-09T00:00:00.000Z
2781;7.357953599;7.357953599;5.593606308;6.257545496;2992019986;4353787099;2022-05-16T00:00:00.000Z
2781;6.254558661;6.50521456;4.687427566;5.178311722;2917825101;3626235711;2022-05-23T00:00:00.000Z
2781;5.17792772;6.507381051;5.106726158;5.321601009;3135404770;3751565248;2022-05-30T00:00:00.000Z
2781;5.323736389;5.746892523;3.710287493;3.710287493;2155021551;2633324274;2022-06-06T00:00:00.000Z
2781;3.709451884;3.840857855;2.898413778;3.287449742;2714793345;2362097902;2022-06-13T00:00:00.000Z
2781;3.286621987;4.393008242;3.12304948;3.783261609;2213740903;2729115681;2022-06-20T00:00:00.000Z
2781;3.784318734;3.99388847;3.138011296;3.322317963;1502859031;2411707836;2022-06-27T00:00:00.000Z
2781;3.322269718;3.860048099;3.216156565;3.5295427;1597141789;2578549915;2022-07-04T00:00:00.000Z
2781;3.528837896;3.757593193;3.068290145;3.517375696;1378575022;2601420907;2022-07-11T00:00:00.000Z
2781;3.518216424;4.751168935;3.518216424;4.35569274;2904830648;3240074403;2022-07-18T00:00:00.000Z
2781;4.354569926;4.681722573;3.583411885;4.237297259;2796102130;3174322182;2022-07-25T00:00:00.000Z
2781;4.237420512;5.221325363;4.046246224;4.985716263;2846149743;3757935581;2022-08-01T00:00:00.000Z
2781;4.986187637;6.079657103;4.98354849;5.612641986;3460676759;4281173786;2022-08-08T00:00:00.000Z
2781;5.613858366;5.813570511;4.032117592;4.227876731;2518651537;3243791121;2022-08-15T00:00:00.000Z
2781;4.227191916;4.43653448;3.752885716;3.75333771;2181507922;2896102379;2022-08-22T00:00:00.000Z
2781;3.753723862;4.462886749;3.699143429;4.237432498;1797300167;3289456778;2022-08-29T00:00:00.000Z
2781;4.237672735;5.016079793;3.999974838;4.893525813;2413197485;3821653580;2022-09-05T00:00:00.000Z
2781;4.893374244;5.251114168;3.873816617;3.90367452;2454264768;3072972329;2022-09-12T00:00:00.000Z
2781;3.906540727;4.075682457;3.559623066;3.651056246;1771448448;2874111239;2022-09-19T00:00:00.000Z
2781;3.651410579;3.81546095;3.45831043;3.478400832;1142705419;2779861038;2022-09-26T00:00:00.000Z
2781;3.478746112;3.755822275;3.42944374;3.517387537;950888459.4;2827378135;2022-10-03T00:00:00.000Z
2781;3.517471497;3.544244674;2.797185307;3.002484269;1337914042;2437738650;2022-10-10T00:00:00.000Z
2781;3.002385177;3.093931194;2.739266838;2.979278957;956079243.8;2426430050;2022-10-17T00:00:00.000Z
2781;2.980033015;3.225953066;2.881651152;3.10481321;1445073784;2536472358;2022-10-24T00:00:00.000Z
2781;3.104166485;3.431417102;2.840369346;3.096660683;1666005112;2537669157;2022-10-31T00:00:00.000Z
2781;3.096129793;3.140907484;1.900893619;1.953503511;1908040954;1605808688;2022-11-07T00:00:00.000Z
2781;1.953663294;2.037259222;1.55991593;1.569241971;808120684.2;1300284490;2022-11-14T00:00:00.000Z
2781;1.569329708;1.726685677;1.441026203;1.613731761;848362381.9;1341151465;2022-11-21T00:00:00.000Z
2781;1.613562546;1.789333704;1.491308422;1.729779794;614184049.3;1441931388;2022-11-28T00:00:00.000Z
2781;1.728970232;1.825751986;1.63135847;1.635024609;463516478.8;1367040693;2022-12-05T00:00:00.000Z
2781;1.634977715;1.75407853;1.347369541;1.365516005;550188378.4;1151134703;2022-12-12T00:00:00.000Z
2781;1.365568644;1.382659324;1.242787046;1.331385398;370924857.9;1123853505;2022-12-19T00:00:00.000Z
2781;1.331435624;1.373557707;1.240135513;1.275818726;323197512.8;1076948379;2022-12-26T00:00:00.000Z
2781;1.275879895;1.644089411;1.258703295;1.643287931;810797088.5;1387137716;2023-01-02T00:00:00.000Z
2781;1.643254843;2.338840682;1.558773186;2.239063278;1504807440;1905973154;2023-01-09T00:00:00.000Z
2781;2.238965475;2.58170751;1.973284051;2.399460784;1481678937;2036758726;2023-01-16T00:00:00.000Z
2781;2.399337667;2.709107945;2.286642752;2.575402384;1541136927;2192037583;2023-01-23T00:00:00.000Z
2781;2.575578751;2.577073724;2.176939587;2.38965082;1117495783;2040581102;2023-01-30T00:00:00.000Z
2781;2.389739403;2.83545379;2.202087449;2.235636449;1332164563;1906751834;2023-02-06T00:00:00.000Z
2781;2.235580166;2.677105957;2.100340976;2.572404095;1260704213;2211899567;2023-02-13T00:00:00.000Z
2781;2.574122283;2.753741038;2.209409556;2.376010337;936718157;2049412298;2023-02-20T00:00:00.000Z
2781;2.375941569;2.4197122;1.992027783;2.032286074;608664985;1758349907;2023-02-27T00:00:00.000Z
2781;2.031907343;2.090291803;1.678499244;1.949001681;762563649.8;1687876441;2023-03-06T00:00:00.000Z
2781;1.949269309;2.210996413;1.878385829;2.13990193;957274054.1;1853200071;2023-03-13T00:00:00.000Z
2781;2.139108334;2.164484983;1.891937209;1.960755604;734785035.7;1698055586;2023-03-20T00:00:00.000Z
2781;1.960756564;2.032380785;1.813835384;1.920488747;502660232.9;1663183641;2023-03-27T00:00:00.000Z
2781;1.920532629;2.073700798;1.865658661;2.009909018;502353769.3;1740623476;2023-04-03T00:00:00.000Z
2781;2.009724454;2.404380892;1.969700812;2.326128079;1260712356;2068986185;2023-04-10T00:00:00.000Z
2781;2.325635125;2.398457256;1.855838507;1.913986247;782452221.7;1707335064;2023-04-17T00:00:00.000Z
2781;1.913878373;2.022331402;1.800924085;1.936513871;430586676.4;1733311601;2023-04-24T00:00:00.000Z
2781;1.936556409;1.951251795;1.738517735;1.739361273;328430483.3;1561347547;2023-05-01T00:00:00.000Z
2781;1.738946572;1.745715401;1.544573675;1.657512036;392610052.9;1492242996;2023-05-08T00:00:00.000Z
2781;1.657300592;1.714220936;1.611139508;1.611139508;352793044.9;1461799107;2023-05-15T00:00:00.000Z
2781;1.61116386;1.685543523;1.533909281;1.66819473;330120657.6;1517948029;2023-05-22T00:00:00.000Z
2781;1.668203535;1.676604539;1.536805862;1.617808466;302599558.7;1476330655;2023-05-29T00:00:00.000Z
2781;1.617792949;1.655902946;1.155820709;1.208506129;493079156.9;1106015860;2023-06-05T00:00:00.000Z
2781;1.208475184;1.276916491;1.161158911;1.238430077;323078183.7;1142252566;2023-06-12T00:00:00.000Z
2781;1.238447927;1.461484128;1.198831099;1.400742213;354486074.9;1295767478;2023-06-19T00:00:00.000Z
2781;1.400491973;1.614251308;1.29779105;1.468129509;737320453.1;1361457358;2023-06-26T00:00:00.000Z
2781;1.467876562;1.485031214;1.290991798;1.326654041;350762046.7;1234016334;2023-07-03T00:00:00.000Z
2781;1.326711766;1.59034046;1.292180571;1.443837581;457786613.4;1353163621;2023-07-10T00:00:00.000Z
2781;1.444217554;1.565692324;1.43065495;1.456417652;451550921.1;1369250780;2023-07-17T00:00:00.000Z
2781;1.456345585;1.462017302;1.320810657;1.395344359;308663721.8;1313956039;2023-07-24T00:00:00.000Z
2781;1.395348699;1.420392757;1.329631339;1.337320011;307363387.6;1259316163;2023-07-31T00:00:00.000Z
2781;1.337162275;1.372814931;1.310200966;1.340199998;307780045.2;1262028165;2023-08-07T00:00:00.000Z
2781;1.340216875;1.351827347;1.04279711;1.169564358;397409614.8;1101345443;2023-08-14T00:00:00.000Z
2781;1.169460241;1.228583835;1.098448583;1.177396486;371516726.3;1108720735;2023-08-21T00:00:00.000Z
2781;1.17741531;1.25360614;1.108446239;1.125772772;331485397.8;1060108154;2023-08-28T00:00:00.000Z
2781;1.125905328;1.184801787;1.110904897;1.150595348;306627196;1083482867;2023-09-04T00:00:00.000Z
2781;1.150631537;1.153133163;1.067972572;1.096455717;295884897;1032501118;2023-09-11T00:00:00.000Z
2781;1.09613805;1.151302574;1.081537031;1.094664765;289342129.2;1030814630;2023-09-18T00:00:00.000Z
2781;1.094430186;1.168431272;1.061802649;1.160620651;246193654;1132089767;2023-09-25T00:00:00.000Z
2781;1.16060259;1.169322436;1.06978449;1.093684538;274704702.8;1069718411;2023-10-02T00:00:00.000Z
2781;1.093714001;1.095985874;0.998843082;1.025521336;257401902.3;1010158579;2023-10-09T00:00:00.000Z
2781;1.025520678;1.061414902;0.972392401;1.053613326;264004075.2;1040105530;2023-10-16T00:00:00.000Z
2781;1.060593017;1.275334233;1.049456608;1.270249721;587974501;1256537959;2023-10-23T00:00:00.000Z
2781;1.270760592;1.673682474;1.248814978;1.636850235;1014519129;1622837976;2023-10-30T00:00:00.000Z
2781;1.63685606;1.796320653;1.350283325;1.697957797;1254451996;1687037361;2023-11-06T00:00:00.000Z
2781;1.698192567;2.047108409;1.468535426;1.988069984;1709908081;1988097646;2023-11-13T00:00:00.000Z
2781;1.98782048;2.18267094;1.739180909;1.828419563;1495018221;1832368674;2023-11-20T00:00:00.000Z
2781;1.827950468;2.028102673;1.732852625;1.983137789;770913794;1990384097;2023-11-27T00:00:00.000Z
2781;1.982752918;2.59399115;1.979704418;2.51614549;1834131783;2526417546;2023-12-04T00:00:00.000Z
2781;2.516293362;2.536635422;2.113261752;2.26936728;1518063711;2279957217;2023-12-11T00:00:00.000Z
2781;2.268747858;4.064067815;2.079254287;3.81160953;3591754691;3829396295;2023-12-18T00:00:00.000Z
2781;3.811150572;4.606966337;3.551284796;3.652864117;2826319440;3669910102;2023-12-25T00:00:00.000Z
2781;3.653412803;4.306439592;3.164476897;3.208438054;2345552475;3223410137;2024-01-01T00:00:00.000Z
2781;3.208504167;3.82490765;2.944860479;3.307068383;1770247528;3322500722;2024-01-08T00:00:00.000Z
2781;3.306656562;3.415373729;2.798728953;2.920271769;1001869438;2933899132;2024-01-15T00:00:00.000Z
2781;2.920525828;3.064654246;2.461587074;2.880887775;1334599316;2894331354;2024-01-22T00:00:00.000Z
2781;2.880626632;3.214831558;2.730811527;2.753315257;1001459253;2842169845;2024-01-29T00:00:00.000Z
2781;2.75316463;3.212374324;2.685746951;3.125072987;1050834631;3232282438;2024-02-05T00:00:00.000Z
2781;3.125224189;3.579979975;3.076317123;3.516092765;1569251403;3658829240;2024-02-12T00:00:00.000Z
2781;3.516576646;3.91284291;3.098391783;3.708153446;1729983644;3866208937;2024-02-19T00:00:00.000Z
2781;3.707156908;4.502675459;3.636222179;4.440538338;2808923633;4634865070;2024-02-26T00:00:00.000Z
2781;4.439953625;6.486118145;3.576600434;5.956163129;5492287866;6216937312;2024-03-04T00:00:00.000Z
2781;5.956278783;8.985103705;5.702433313;8.241128832;8308603169;8674205995;2024-03-11T00:00:00.000Z
2781;8.19764898;8.551744436;6.034235367;6.977638599;5145879623;7354544903;2024-03-18T00:00:00.000Z
2781;6.977588035;8.077577523;6.868217996;7.303082835;3223298833;7697568436;2024-03-25T00:00:00.000Z
2781;7.303082835;7.487239354;6.009271199;6.9162578;3240972895;7329154441;2024-04-01T00:00:00.000Z
2781;6.9162578;7.658057295;4.321960596;5.716466067;5317841012;6093518584;2024-04-08T00:00:00.000Z
2781;5.716466067;6.475183834;4.920801754;6.450002798;3972935048;6866472545;2024-04-15T00:00:00.000Z
2781;6.449938387;7.623085826;6.352651052;7.051272896;4233456110;7521368955;2024-04-22T00:00:00.000Z
2781;7.051272896;7.510210927;5.756928525;7.497902993;3146234927;8013601662;2024-04-29T00:00:00.000Z
2781;7.49788754;7.764121512;6.798220399;6.886333985;2879989543;7374710574;2024-05-06T00:00:00.000Z
2781;6.886333985;8.507907187;6.554067032;7.781747473;3900604683;8384085286;2024-05-13T00:00:00.000Z
2781;7.781747473;8.37062876;7.462965037;7.805372363;4427248402;8426302402;2024-05-20T00:00:00.000Z
2781;7.805372363;7.965515137;7.089127185;7.194225996;2419888754;7781565045;2024-05-27T00:00:00.000Z
2781;7.194223543;7.704233207;6.25966298;6.591291536;2007088814;7143692579;2024-06-03T00:00:00.000Z
2781;6.59086683;6.69963777;5.457297882;5.639572062;1922058151;6141142466;2024-06-10T00:00:00.000Z
2781;5.639897328;5.718100306;4.461479611;5.187487277;2293522217;5659948839;2024-06-17T00:00:00.000Z
2781;5.187282576;5.622259942;4.873423097;5.302049438;2107369589;5796731759;2024-06-24T00:00:00.000Z
2781;5.300064745;5.587503578;4.048159807;4.399317412;2019130194;4819688257;2024-07-01T00:00:00.000Z
2781;4.400658111;5.47909501;4.195312448;5.39912082;1784473439;5949715489;2024-07-08T00:00:00.000Z
2781;5.400319978;6.481182709;5.370837295;6.337380565;2221583083;6997038406;2024-07-15T00:00:00.000Z
2781;6.337380565;6.448978074;5.142884319;5.449138024;1610426041;6028166293;2024-07-22T00:00:00.000Z
2781;5.449130361;5.7016192;4.007076269;4.132936045;1606442682;4581466483;2024-07-29T00:00:00.000Z
2781;4.132936045;4.251474226;3.083166581;3.867145262;2528486950;4293825721;2024-08-05T00:00:00.000Z
2781;3.867145262;4.405285273;3.836243321;3.903520399;1166879820;4359484340;2024-08-12T00:00:00.000Z
2781;3.903520399;5.247100543;3.839987729;4.910555288;1422638903;5494848115;2024-08-19T00:00:00.000Z
2781;4.910573145;5.007540874;3.827252329;3.851618769;1530045421;4317868937;2024-08-26T00:00:00.000Z
2781;3.851618769;4.070955985;3.441997637;3.750783938;1359253543;4212969206;2024-09-02T00:00:00.000Z
2781;3.750783938;4.336714116;3.750783938;4.022871593;1490126977;4545061937;2024-09-09T00:00:00.000Z
2781;4.022871593;4.685443433;3.835032828;4.528009101;2003207682;5125728929;2024-09-16T00:00:00.000Z
2781;4.528009101;5.859110532;4.422090387;5.500737939;3134925480;6346432150;2024-09-23T00:00:00.000Z
2781;5.500737939;5.542010734;4.440626006;4.951803101;2183547054;6007727422;2024-09-30T00:00:00.000Z
2781;4.951803101;5.312878937;4.43286807;4.69403392;2039458915;5700560039;2024-10-07T00:00:00.000Z
2781;4.69403392;5.241374145;4.630320503;4.971157249;2069213990;6043006186;2024-10-14T00:00:00.000Z
2781;4.971157249;5.050597819;4.035646394;4.304272547;1576833201;5237103730;2024-10-21T00:00:00.000Z
2781;4.304272547;4.509173562;3.561545579;3.690867285;1802504409;4494794034;2024-10-28T00:00:00.000Z
2781;3.690867285;4.936503853;3.510409014;4.72767982;2749129616;5757763518;2024-11-04T00:00:00.000Z
2781;4.727592101;6.372986633;4.718129346;5.705328133;7538829436;6948554250;2024-11-11T00:00:00.000Z
2781;5.705328133;6.998264086;5.317091323;6.881176021;6640080754;8381631468;2024-11-18T00:00:00.000Z
2781;6.881176021;7.229452387;5.985971162;6.918494308;6056953925;8426062467;2024-11-25T00:00:00.000Z
2781;6.918482538;8.237303253;6.469758291;7.800045292;6833629872;9499723170;2024-12-02T00:00:00.000Z
2781;7.850951483;7.850951483;5.961930148;6.858779902;5705522466;8353350259;2024-12-09T00:00:00.000Z
2781;6.858779902;7.031853965;4.546110416;5.032058241;12583652283;6128574705;2024-12-16T00:00:00.000Z
2781;5.032058241;5.66626835;4.926977401;5.12621624;2981533898;5983075228;2024-12-23T00:00:00.000Z
2781;5.126208724;5.978079576;4.878610537;5.90398598;2247259943;6899097002;2024-12-30T00:00:00.000Z
2781;5.90398598;6.214356;4.850387429;4.969960611;2629981122;5836606225;2025-01-06T00:00:00.000Z
2781;4.970006061;5.880484321;4.448612758;4.969673066;2656058911;5843355914;2025-01-13T00:00:00.000Z
2781;4.969854902;5.586434878;4.76309905;4.763297644;2174827783;5605548602;2025-01-20T00:00:00.000Z
2781;4.763296253;4.837280942;3.581022456;3.752585436;1830438833;4418471849;2025-01-27T00:00:00.000Z
2781;3.752602957;3.796913897;2.882214071;3.188506244;2106749143;3759545081;2025-02-03T00:00:00.000Z
2781;3.188506244;3.624289158;3.071819032;3.419146242;1545127962;4051085593;2025-02-10T00:00:00.000Z
2781;3.419149504;3.633110282;3.031555183;3.427683896;1354935603;4067586435;2025-02-17T00:00:00.000Z
2781;3.427683896;3.55001794;2.773325083;3.549918776;2219921926;4218069711;2025-02-24T00:00:00.000Z
2781;3.549914815;3.552469014;2.502118766;2.549098035;1740454006;3032632360;2025-03-03T00:00:00.000Z
2781;2.549117256;2.707975623;2.169314609;2.518203868;1731801127;3010351551;2025-03-10T00:00:00.000Z
2781;2.518280018;2.818176849;2.507214146;2.774150133;1030758380;3320822755;2025-03-17T00:00:00.000Z
2781;2.774150133;3.088453948;2.524710956;2.58913889;1159246902;3103154828;2025-03-24T00:00:00.000Z
2781;2.589422585;2.726053447;2.116093837;2.157601959;1220503821;2588785457;2025-03-31T00:00:00.000Z
2781;2.157601959;2.243277589;1.824079216;2.097104117;1689439483;2528203139;2025-04-07T00:00:00.000Z
2781;2.097112472;2.270310101;1.92348322;2.243911351;1001151769;2708583543;2025-04-14T00:00:00.000Z
2781;2.243783404;2.727747472;2.152943222;2.491748116;1205606444;3011272206;2025-04-21T00:00:00.000Z
2781;2.491794125;2.628206603;2.30940793;2.322834114;982937964.9;2810664018;2025-04-28T00:00:00.000Z
2781;2.322799501;2.393820498;2.277424834;2.277622331;0;0;2025-05-05T00:00:00Z
